,SRR5962198,SRR5962199,SRR5962200,SRR5962201,SRR5962202,SRR5962203,SRR5962204,SRR5962205,SRR5962206,SRR5962207,SRR5962208,SRR5962209,SRR5962210,SRR5962211,SRR5962212,SRR5962213,SRR5962214,SRR5962215,SRR5962216,SRR5962217,SRR5962218,SRR5962219,SRR5962220,SRR5962221,SRR5962222,SRR5962223,SRR5962224,SRR5962225,SRR5962226,SRR5962227,SRR5962228,SRR5962229,SRR5962230,SRR5962231,SRR5962232,SRR5962233,SRR5962234,SRR5962235,SRR5962236,SRR5962237,SRR5962238,SRR5962239,SRR5962240,SRR5962241
ENSG00000124212,839,1103,1660,4964,1173,2506,10658,1464,1519,1077,389,1571,395,969,1730,2766,13989,3646,2699,3164,1402,450,38,245,226,528,2010,1321,2066,2980,194,659,1028,356,1186,624,265,290,753,1685,254,4689,925,450
ENSG00000167685,63,36,156,270,246,75,760,46,127,87,568,154,85,143,281,759,421,233,162,228,794,486,9,149,328,458,282,1259,455,270,298,195,255,106,461,221,432,232,503,516,759,481,590,351
ENSG00000247595,11,0,29,18,33,8,66,11,6,8,28,40,14,24,24,84,71,37,59,62,87,31,3,26,30,15,49,118,66,63,20,22,55,6,63,21,78,26,48,50,88,49,86,20
ENSG00000175707,0,0,67,0,109,0,537,24,25,6,162,91,24,106,101,547,216,86,103,0,459,262,6,154,234,100,496,505,262,215,123,206,200,107,324,155,469,173,315,491,261,182,153,163
ENSG00000277401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161970,2319,1435,9406,9051,8503,4710,25367,6455,1565,2107,3351,5552,4607,1579,6531,8891,16575,11563,8764,8431,8251,14405,311,1748,7215,2655,13056,7572,21848,17805,3371,5431,11968,3045,8801,3721,18283,3568,6657,13875,6108,14155,6290,5579
ENSG00000227713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,15,0,0,0,0,0,9,0,0,0,0,0,19
ENSG00000175073,1095,724,2099,4551,2624,2506,5966,1123,662,844,817,1571,850,1033,1678,3399,5587,4475,3021,4219,4288,7663,135,1028,1585,1621,4376,15870,3314,3826,1055,2949,2350,678,5431,1977,3081,1872,3558,6091,3826,5051,3811,4729
ENSG00000161973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27
ENSG00000255279,0,0,0,0,19,0,0,0,0,0,0,4,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6
ENSG00000255275,0,2,0,7,50,0,4,75,81,0,151,0,0,69,141,4,39,8,3,0,476,0,0,0,71,0,372,187,11,0,0,0,0,0,0,0,120,250,1,142,0,0,2,253
ENSG00000255274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ENSG00000255277,8,6,12,37,5,16,72,3,11,13,25,18,0,1,16,27,14,22,24,45,48,44,0,17,7,21,27,24,35,47,2,12,14,3,13,4,12,15,23,17,39,78,39,46
ENSG00000255276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
ENSG00000255271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000255270,0,13,8,16,16,0,5,0,0,0,0,6,0,0,0,7,28,10,35,5,0,0,0,0,0,0,10,12,3,0,0,0,0,0,0,0,0,12,0,0,0,18,13,8
ENSG00000255273,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5
ENSG00000255272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ENSG00000185238,169,61,328,480,666,282,1331,328,84,109,397,359,158,278,356,1017,1075,650,729,351,1095,1026,21,335,590,102,831,1560,1192,1214,450,767,677,99,1460,677,1292,555,867,1181,1210,1260,1202,679
ENSG00000239670,0,0,0,0,8,0,8,8,6,0,24,7,0,0,0,26,6,13,21,0,8,0,0,5,5,0,0,40,23,11,0,0,0,13,0,0,0,19,14,0,17,11,14,38
ENSG00000160087,145,69,360,536,296,262,1387,272,196,166,255,365,146,185,280,818,768,853,566,629,756,977,24,240,418,254,593,1187,764,1505,270,300,512,200,1029,365,678,317,963,1241,811,723,525,523
ENSG00000265627,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,2,0,0,0,3,0,0,0,3,0,0,3
ENSG00000036054,719,323,1423,2611,1423,1243,2520,861,398,529,754,776,602,569,703,2209,2942,3129,2383,2578,2268,2792,64,611,874,446,1599,4128,2662,4715,275,764,1221,231,4065,1245,1430,1219,1901,3061,1744,2959,1663,1584
ENSG00000104903,32,38,65,277,44,132,390,86,65,62,60,90,19,45,85,107,309,314,165,116,279,78,3,7,55,37,112,268,151,201,34,24,63,8,122,46,81,58,250,190,67,230,251,95
ENSG00000228349,0,0,1,1,0,2,0,0,0,0,1,3,0,0,3,4,2,3,0,0,0,0,0,3,0,1,0,14,2,0,0,3,0,0,3,0,9,3,0,1,0,1,0,19
ENSG00000223018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1
ENSG00000277905,1,0,1,3,1,0,0,0,0,0,4,1,1,0,0,3,2,1,2,2,2,0,0,1,0,0,1,4,0,3,1,1,2,1,1,1,1,1,3,3,0,1,1,0
ENSG00000223019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000236476,3,0,0,0,3,0,0,0,0,0,0,6,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,14,5,0,3,0,0,3,0,0,8,11,0,0,0,0,0,20
ENSG00000002587,25,16,94,67,162,101,230,64,46,19,108,89,35,6,141,203,408,186,164,131,236,45,11,40,109,14,118,480,187,162,62,102,97,45,104,48,103,227,205,166,48,190,176,251
ENSG00000002586,1737,1186,2522,5833,1184,2568,9051,1478,1122,1421,504,1725,583,1323,1150,1840,6877,5465,2656,3836,2459,2112,104,702,565,696,3185,4673,2104,2966,733,2131,1922,780,4105,945,1459,1468,2318,4330,1162,3914,1823,615
ENSG00000237868,2,2,4,6,10,4,20,3,4,10,3,6,4,3,8,21,16,10,10,4,13,11,1,0,2,5,8,13,7,2,5,8,2,3,10,2,5,0,12,8,2,8,8,8
ENSG00000177954,2998,1773,14693,13079,10244,7462,46011,7889,1863,2148,3640,10030,7259,4800,8804,12124,25438,17766,10618,8829,11125,44418,407,3621,17229,4708,19430,12753,41353,41358,4195,7157,13579,5525,36105,17069,32286,12340,13152,23749,6233,20008,9940,15540
ENSG00000177951,357,161,526,1202,671,481,1846,346,369,256,361,614,247,322,413,1251,1931,1157,898,915,1465,438,27,603,864,452,995,2545,727,971,801,632,999,333,767,431,903,290,1076,1118,1547,1432,1082,25
ENSG00000280059,0,0,0,0,33,0,0,0,3,6,6,3,0,0,40,9,0,0,0,0,0,0,0,0,0,0,14,29,16,0,6,0,0,0,0,0,30,34,0,0,0,0,0,65
ENSG00000280058,0,0,0,0,19,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,30,9,0,0,3,0,3,0,0,11,35,0,0,0,0,0,31
ENSG00000198242,1794,1315,5766,8059,6180,4274,22446,3104,1333,1561,2278,4211,1614,2325,4497,8533,14605,8958,5963,6246,7023,13886,135,2174,6992,2752,10469,13437,12555,9489,3355,4701,6742,1990,7238,3522,11169,4601,5027,13176,6757,11717,4926,4319
ENSG00000280056,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,9,3,0,3,0,0,0,0,0,8,4,0,0,0,0,0,4
ENSG00000237862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,49
ENSG00000237863,0,0,0,0,15,0,0,0,0,0,6,0,9,0,12,33,18,0,6,0,21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,15
ENSG00000198246,49,37,88,183,92,92,1141,240,41,31,99,73,27,137,204,243,297,200,119,75,170,333,17,108,136,71,336,844,625,374,461,222,389,141,248,245,337,246,273,502,850,886,234,203
ENSG00000280052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280051,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,0,0,0,2,0,0,0,0,0,10
ENSG00000280050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135917,3915,2023,2817,9173,2564,5219,4544,1872,5081,1971,24,3217,875,1939,1173,952,4572,14327,4327,13861,3493,7529,8,84,11,0,1814,488,293,697,45,224,237,0,11,98,18,122,574,892,173,2730,741,580
ENSG00000135916,210,62,167,398,262,467,1193,260,207,77,225,257,86,69,125,738,754,769,538,763,384,168,25,64,40,48,333,588,295,322,171,115,215,147,406,75,146,166,689,1023,165,587,264,47
ENSG00000135914,75,35,167,230,149,111,636,139,35,39,46,79,58,35,81,159,503,185,242,95,246,172,14,82,54,29,169,350,261,358,22,114,236,67,254,70,159,104,304,213,283,300,310,98
ENSG00000135913,366,159,748,1068,1265,717,3159,402,266,168,803,645,197,526,661,2338,2465,1526,1410,1179,2155,1187,52,784,1256,659,1523,4597,2123,1717,783,1418,1296,196,2398,1287,1464,1019,1672,2887,2632,2330,2512,1027
ENSG00000135912,122,50,140,263,609,186,587,227,105,98,994,301,167,234,311,1045,1015,578,762,301,1126,279,0,360,352,628,725,1103,394,358,205,798,480,177,450,423,735,348,809,617,1129,433,1517,251
ENSG00000092148,3442,1762,5001,10302,6919,5243,14889,2805,2402,2023,3720,3709,1796,2297,3523,9763,14509,13283,8259,11079,11183,16388,269,2515,5247,2394,7864,15750,6844,5997,1971,4696,5496,1914,6637,2793,6193,3984,6417,11990,7550,11352,8283,8514
ENSG00000240179,0,0,0,0,5,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,36,3,0,0,3,0,3,0,0,1,4,0,0,0,0,0,10
ENSG00000034693,174,118,509,507,558,336,1423,316,66,105,256,367,264,183,157,924,1091,783,780,465,1050,646,0,135,470,148,525,1441,1167,1425,89,382,692,141,1239,455,569,410,858,753,449,796,562,533
ENSG00000135919,87,76,175,212,351,156,2782,209,71,112,390,212,98,117,641,623,1148,475,572,256,472,172,22,275,163,159,1041,878,1346,1790,88,302,611,239,1278,334,374,512,306,1374,427,2530,754,411
ENSG00000223015,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3
ENSG00000230487,60,51,113,237,158,80,391,55,80,51,239,27,39,45,105,230,319,294,189,216,363,139,0,94,83,86,58,311,171,186,36,202,129,39,176,55,136,200,143,213,506,175,242,147
ENSG00000176396,58,40,140,236,93,174,440,89,62,46,73,129,62,65,141,367,401,305,150,214,295,414,14,64,142,92,174,373,350,315,70,137,220,72,426,104,259,181,246,499,173,341,228,245
ENSG00000230484,0,0,1,6,6,3,7,0,0,0,9,3,3,0,12,9,9,3,5,6,6,14,0,0,0,0,3,17,11,0,0,3,17,0,3,3,22,9,0,0,6,0,6,35
ENSG00000176390,76,51,450,760,306,134,1623,168,52,59,600,391,52,201,299,466,1251,879,405,221,620,294,21,327,184,124,255,1897,480,391,150,182,661,163,1265,488,667,382,1110,1328,565,1388,670,217
ENSG00000230482,9,2,11,12,22,4,8,5,10,0,25,16,6,0,13,27,14,13,35,12,38,3,0,8,6,6,16,44,41,17,16,8,30,3,3,3,23,5,69,12,18,55,63,3
ENSG00000230481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ENSG00000176393,279,142,770,1059,595,541,3947,390,292,285,657,404,198,613,1069,1809,1722,1033,1017,776,1671,1343,43,506,1910,517,2410,5413,1447,1357,1193,1136,1069,375,2401,946,2994,1028,1529,2218,2913,2739,1482,588
ENSG00000176399,80,38,98,186,130,83,149,27,78,48,17,87,52,9,60,259,179,542,142,488,204,101,0,14,9,0,57,103,65,67,0,16,27,11,67,0,24,87,84,38,11,91,35,115
ENSG00000230489,0,0,1,0,0,0,17,0,2,0,0,2,0,0,0,3,5,1,2,0,9,9,0,0,0,2,1,15,3,1,2,2,3,1,2,0,1,1,2,2,0,4,0,15
ENSG00000243900,0,0,6,0,3,1,0,3,0,0,6,0,0,0,0,0,7,0,4,0,6,0,0,3,0,0,0,10,2,0,0,0,5,0,6,0,3,0,17,9,3,14,3,1
ENSG00000243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,0,0,0,0,14,0,0,0,0,0,21,6,0,0,0,0,0,0,0,11,12,0,0,0,0,0,43
ENSG00000243903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,15
ENSG00000243904,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,10,10,0,0,6,0,0,25
ENSG00000083635,31,30,139,187,268,125,479,67,56,63,145,117,56,50,166,380,431,316,285,149,391,262,0,77,109,51,313,923,245,229,135,194,278,67,230,148,283,232,204,407,210,359,253,187
ENSG00000248029,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,25
ENSG00000248027,0,6,0,6,36,0,41,0,0,0,15,6,6,0,17,18,18,13,13,11,27,11,0,0,6,0,11,50,22,33,0,6,0,0,14,0,0,35,13,0,61,11,9,32
ENSG00000206845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3
ENSG00000063515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16
ENSG00000252599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
ENSG00000252598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000279713,15,11,61,77,32,30,111,51,41,4,70,77,37,11,27,98,141,65,109,4,69,41,7,41,15,47,54,96,96,167,23,41,90,20,472,46,51,65,69,81,92,87,121,129
ENSG00000252591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000247624,0,0,14,14,34,0,11,0,19,0,15,0,6,0,52,49,47,26,33,11,62,19,0,9,0,11,23,80,42,15,0,8,21,17,11,7,72,81,23,32,92,17,26,76
ENSG00000252593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
ENSG00000167531,0,0,0,0,298,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,16,32,56,0,0,0,0,48
ENSG00000167536,9,11,11,75,14,7,396,0,10,9,13,11,0,97,231,212,221,136,115,0,64,474,0,14,172,128,172,359,158,69,97,128,123,16,206,13,355,69,23,237,1358,60,372,112
ENSG00000252594,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
ENSG00000252597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
ENSG00000167535,71,35,104,183,201,81,514,79,65,71,470,135,79,96,192,816,423,157,289,201,515,340,5,343,286,364,403,1775,413,258,338,849,360,152,256,232,410,385,747,575,495,530,956,491
ENSG00000276537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226457,3,3,16,12,17,6,14,6,9,6,18,5,0,5,6,25,35,12,57,7,48,4,0,6,3,11,21,30,36,3,3,1,17,10,11,7,8,8,7,16,27,45,37,5
ENSG00000188886,0,0,0,0,0,0,8,0,0,0,9,0,0,0,29,9,8,9,6,0,14,0,0,0,0,6,5,26,6,0,8,6,6,0,0,0,16,52,0,9,0,7,6,45
ENSG00000279716,17,8,52,82,108,30,266,73,38,41,234,194,52,73,123,341,266,203,127,49,325,118,6,129,151,152,242,851,179,136,106,227,1639,43,189,165,399,109,199,679,401,250,599,66
ENSG00000188883,6,0,0,11,34,0,28,9,0,0,84,14,0,0,65,170,105,14,30,0,11,58,0,16,6,446,70,116,18,193,21,31,128,27,42,11,144,70,81,46,267,9,47,29
ENSG00000270839,0,0,0,3,0,0,3,0,0,0,2,0,3,0,20,24,11,3,6,0,5,3,0,0,3,2,12,16,8,0,3,3,6,3,11,11,9,41,6,5,28,3,13,19
ENSG00000241506,175,128,247,513,225,228,587,177,121,185,176,233,100,179,142,344,558,555,339,435,391,371,20,142,252,100,393,861,396,521,114,211,143,107,335,187,248,214,195,607,260,475,244,258
ENSG00000241505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ENSG00000094796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,0,0,0,0,0,0,4,20,0,8,0,0,11,41
ENSG00000279719,0,3,0,0,9,0,0,0,0,3,0,3,0,0,19,0,3,0,0,0,0,3,0,0,0,0,0,28,14,0,0,0,0,0,0,0,9,34,6,0,0,6,0,34
ENSG00000226453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,8,0,9,14,0,6,0,0,6,92,6,0,0,0,8,0,0,0,8,11,0,0,0,9,0,27
ENSG00000239249,3,3,6,3,4,0,4,3,0,3,22,0,3,0,3,3,2,8,6,0,7,4,0,0,3,3,3,6,14,3,0,3,0,3,0,2,0,0,3,0,10,3,6,7
ENSG00000237289,88,5,18,0,55,0,109,19,0,3,88,22,4,11,185,186,62,34,62,8,214,612,0,15,42,95,278,771,71,64,80,138,511,13,19,10,522,82,52,252,225,0,72,429
ENSG00000237284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237285,0,3,1,10,8,0,1,0,0,3,14,0,6,0,27,0,6,6,14,6,41,1,0,1,0,1,8,40,22,3,1,0,7,0,0,0,14,24,15,11,3,2,9,40
ENSG00000237286,0,0,0,6,0,0,7,0,6,0,56,0,0,0,13,27,13,22,19,0,26,0,0,0,0,0,3,21,0,3,0,7,9,0,0,0,0,0,22,0,4,12,14,17
ENSG00000233775,0,0,0,0,0,0,4,0,0,0,6,0,0,0,14,14,0,0,0,0,12,0,0,0,0,0,0,12,14,4,0,0,0,0,0,0,11,28,0,6,0,0,10,14
ENSG00000237281,0,0,0,0,0,3,6,0,0,0,5,4,0,3,5,0,8,0,3,3,0,0,0,8,0,0,5,14,4,0,1,6,0,0,0,0,0,8,3,0,0,0,8,8
ENSG00000237282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,18,0,0,0,0,3,24
ENSG00000237283,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,22
ENSG00000272254,3,3,13,9,23,11,20,11,0,5,3,13,3,0,9,30,44,8,40,10,54,19,0,9,11,6,3,62,28,19,5,9,24,0,34,9,7,6,12,15,75,31,26,24
ENSG00000272255,2,0,4,3,6,4,5,0,2,6,10,4,0,5,7,17,19,6,17,9,14,3,0,1,3,3,7,21,14,5,3,3,14,3,0,10,10,22,17,11,6,31,24,14
ENSG00000206941,6,6,117,53,46,5,102,55,3,12,457,30,65,32,1,86,76,47,93,17,64,775,3,61,67,52,53,8,159,231,61,15,753,298,450,50,112,51,200,114,205,61,208,60
ENSG00000272250,0,3,0,0,20,3,2,0,0,6,3,0,0,0,0,14,12,14,11,0,3,9,0,0,0,0,3,46,0,3,0,3,0,0,3,0,11,28,27,0,2,0,5,36
ENSG00000206944,0,0,0,0,5,0,3,1,0,0,3,2,0,1,10,6,6,8,3,10,5,0,0,0,0,0,0,6,6,2,0,0,7,0,4,0,6,5,0,2,3,0,2,3
ENSG00000206949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,0,0,0,0,1,0,3,0,8,0,1,6
ENSG00000206948,0,0,3,0,5,0,5,0,0,2,2,0,0,0,3,5,6,13,6,0,15,12,0,0,2,0,3,15,4,0,3,3,0,0,5,3,9,10,3,0,0,3,3,6
ENSG00000272259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,0,0,0,0,0,0,0,0,0,0,62,6,0,0,0,0,0,0,0,0,70,0,0,0,0,0,102
ENSG00000271782,3,3,6,10,14,2,10,7,3,6,6,18,0,3,3,16,15,8,12,6,30,10,0,1,3,0,12,16,15,6,6,3,4,3,0,3,10,0,3,6,9,10,25,8
ENSG00000271781,0,0,3,14,24,9,9,11,15,11,28,17,0,3,25,46,24,33,33,22,55,11,0,25,11,9,8,42,15,12,9,12,23,3,6,3,16,43,7,19,37,16,85,47
ENSG00000271780,42,6,35,77,34,32,78,43,17,11,70,69,35,24,29,135,136,62,49,76,102,183,3,22,77,40,40,142,83,237,16,6,31,17,72,47,50,66,49,57,100,109,141,96
ENSG00000271787,0,0,13,13,3,7,0,1,1,0,25,22,6,0,3,7,13,0,21,12,2,0,0,14,0,0,0,8,4,5,0,0,63,0,24,0,0,30,4,0,5,8,11,30
ENSG00000271786,0,0,0,0,5,0,19,0,0,0,3,0,0,0,0,0,16,0,0,0,0,27,0,0,0,3,4,6,0,18,0,0,0,0,0,0,0,0,0,0,11,0,4,0
ENSG00000274368,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
ENSG00000271784,0,0,0,0,3,0,6,3,3,0,0,3,0,3,11,3,6,0,0,6,3,0,3,0,6,3,11,41,6,11,0,3,0,0,14,0,5,27,0,6,27,5,0,32
ENSG00000274366,0,0,1,1,1,1,1,0,0,1,0,2,0,0,1,0,2,0,2,0,0,0,0,0,3,0,4,7,2,0,0,0,0,0,0,1,0,3,0,1,6,3,0,2
ENSG00000049192,38,21,99,167,129,70,627,91,65,31,131,70,35,35,141,122,323,135,201,120,125,29,11,87,119,98,535,650,270,553,37,242,570,65,1489,78,154,443,284,624,405,606,666,173
ENSG00000271789,26,6,75,61,105,42,107,29,19,18,64,67,31,20,31,208,141,108,121,86,336,39,3,58,27,17,80,247,115,92,16,64,182,11,74,37,16,55,138,40,112,195,252,28
ENSG00000274365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274363,0,3,3,6,15,0,6,0,8,0,6,8,3,3,9,30,21,16,17,32,48,11,0,14,15,11,7,51,16,9,3,14,5,1,3,3,16,12,11,3,24,39,50,11
ENSG00000274360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274361,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000264239,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,1,3,0,0,2,2,0,3,0,0,4,2,6,1,0,0,4
ENSG00000221487,0,0,2,1,7,0,2,2,0,0,0,0,0,3,3,5,0,0,1,0,2,0,0,1,0,0,8,4,3,7,0,0,3,0,7,2,3,2,1,1,10,1,10,4
ENSG00000101323,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,55
ENSG00000237136,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,5,4,0,0,0,0,0,0,10
ENSG00000177042,73,75,169,289,177,83,459,45,62,47,285,326,97,233,47,646,528,239,189,191,670,160,0,150,215,43,310,464,115,115,167,171,91,40,272,252,120,144,305,213,655,308,256,98
ENSG00000237135,26,3,55,77,42,26,58,22,21,14,43,51,15,11,32,51,95,62,147,75,112,24,0,21,13,27,58,90,80,54,23,22,62,0,27,8,38,28,35,19,76,61,103,63
ENSG00000177047,0,0,0,3,9,0,3,3,0,0,0,6,0,0,14,6,0,3,0,0,0,0,0,3,0,0,0,7,14,3,0,0,4,0,9,0,11,9,0,3,3,3,3,17
ENSG00000129566,551,260,1269,2222,1464,1285,4093,1027,644,380,2209,1137,325,826,685,4098,3614,2444,2654,1636,4515,1713,37,1050,2258,984,2649,6657,2263,2557,817,2191,2115,639,2761,1187,1885,1286,3610,3552,3076,3686,4749,1327
ENSG00000272788,0,0,13,6,1,1,8,2,3,0,3,5,6,0,16,14,9,9,3,0,18,28,3,6,26,7,1,15,12,10,2,3,29,0,16,16,19,19,6,9,117,13,0,23
ENSG00000272789,11,14,9,81,11,11,20,19,32,19,3,57,6,30,28,43,92,78,62,51,41,11,0,0,6,0,9,26,6,3,3,8,13,0,0,0,18,13,44,14,14,14,27,35
